"","RFPred","Name","HTeam","Pos","Actual","H","SB","HR","HRSplitL30","HSplitL30","HRSplit","HSplit"
"114",6.17216666666667,"Johnny Field","TBR","OF",0,1.2,0,2,0.8,0.75,0.8,0.695652173913043
"115",1.656,"Brandon Snyder","TBR","3B",0,NA,0,0,0,0,0,0.5
"116",6.3268,"Christian Arroyo","TBR","IF",0,1,0,0,0,0.4,0,0.466666666666667
"117",15,"Willy Adames","TBR","SS",0,1,0,0,0,0.5,0,0.5
"118",9.52493333333333,"Justin Bour","MIA","1B",0,0.692307692307692,0,2,0.333333333333333,0.411764705882353,0.194444444444444,0.190789473684211
"119",8.9732,"Starlin Castro","MIA","2B",0,1.07692307692308,1,1,0,0.344827586206897,0.363636363636364,0.323529411764706
"120",4.63766666666666,"Miguel Rojas","MIA","SS",0,1.15384615384615,0,3,0.166666666666667,0.24,0.222222222222222,0.2109375
"121",5.94116666666667,"Brian Anderson","MIA","3B",0,1.07692307692308,1,0,0,0.310344827586207,0.333333333333333,0.338028169014085
"122",5.8068,"Derek Dietrich","MIA","LF",0,1,0,1,0.333333333333333,0.3,0.157894736842105,0.211920529801325
"123",3.95556666666667,"Lewis Brinson","MIA","CF",0,0.538461538461538,0,2,0.25,0.1875,0.222222222222222,0.212121212121212
"124",4.66956666666667,"Cameron Maybin","MIA","RF",0,0.416666666666667,0,0,0,0.25,0.19047619047619,0.323275862068966
"125",1.92253333333333,"Yadiel Rivera","MIA","MI",0,0.2,0,0,0,0.2,0,0.285714285714286
"126",0.799666666666667,"Chad Wallach","MIA","C",0,NA,0,0,0,0,0,0.166666666666667
"127",1.82833333333333,"Tomas Telis","MIA","UT",0,NA,0,0,0,0,0,0.0882352941176471
"128",5.12076666666666,"Garrett Cooper","MIA","UT",0,NA,0,0,0,0,0,0.285714285714286
"129",2.65013333333333,"Bryan Holaday","MIA","C",0,0.333333333333333,0,1,0,0,0,0.111111111111111
"130",0.442566666666667,"Braxton Lee","MIA","OF",0,NA,0,0,0,0,0,0.25
"131",0.7689,"JB Shuck","MIA","OF",0,0.272727272727273,0,0,0,0.375,0,0.2
"132",7.7527,"J.T. Realmuto","MIA","C",0,1.27272727272727,0,2,0.333333333333333,0.310344827586207,0.208333333333333,0.181347150259067
"133",6.5721,"Martin Prado","MIA","3B",0,0.692307692307692,0,0,0,0.0666666666666667,0,0.16
